RANK,PLAYER,POS,TEAM,BYE,CMP,ATT,CMP%,Y/A,PassingYDS,PassingTD,PassingINT,RushingAttempts,RushingYDS,RushingY/A,RushingTD,ReceivingTargets,ReceivingREC,ReceivingYDS,ReceivingY/R,ReceivingTD,Fumbles,Interceptions,FumbleRecoveries,Sacks,DefensiveTD,PointsAgainst,YardsAgainst,FGM,FGA,XPM,FPTS
1,Patrick Mahomes II,QB,KC,10,405.6,609.8,0.6651361102,7.920629715,4830.00,37.7,11.2,64.9,356.8,5.497688752,3.2,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,383.7
2,Josh Allen,QB,BUF,13,364.1,577,0.6310225303,7.427383016,4285.60,32.1,14.2,116.6,660,5.660377358,6.2,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,380.8
3,Jalen Hurts,QB,PHI,10,317.8,493.6,0.6438411669,7.70623987,3803.80,23.5,10.1,157.7,800.4,5.075459734,11,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,376.3
4,Lamar Jackson,QB,BAL,13,305.9,481.8,0.6349107513,7.241178912,3488.80,25.6,11.6,148,938.4,6.340540541,5.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,350.9
5,Joe Burrow,QB,CIN,7,402,591.3,0.6798579401,7.762387959,4589.90,32.7,12.9,63.8,269.3,4.221003135,3.7,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,346.1
6,Justin Fields,QB,CHI,13,252.7,410.7,0.6152909666,7.128317507,2927.60,20.4,12.9,160.2,1066.00,6.654182272,6.8,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,326.5
7,Justin Herbert,QB,LAC,5,421.4,627.2,0.671875,7.322544643,4592.70,30.1,12.7,57.2,220.9,3.861888112,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,321.5
8,Deshaun Watson,QB,CLE,5,324.1,503.8,0.6433108376,7.642516872,3850.30,24.7,11,97.1,485.8,5.003089598,4.1,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,311.2
9,Dak Prescott,QB,DAL,7,364.3,552.1,0.6598442311,7.463140735,4120.40,29.2,13.8,58.8,251.4,4.275510204,2.4,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,301.2
10,Trevor Lawrence,QB,JAC,9,378.4,578.4,0.6542185339,7.068637621,4088.50,26.9,12.2,62.3,285.3,4.579454254,3.9,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,300.6
11,Kirk Cousins,QB,MIN,13,394.7,592.5,0.6661603376,7.488607595,4437.00,30.4,12.3,31.6,92.1,2.914556962,1.5,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,299.5
12,Geno Smith,QB,SEA,5,371,544.8,0.6809838473,7.440345081,4053.50,27.1,11.3,62.3,324.7,5.21187801,2,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,296.8
13,Daniel Jones,QB,NYG,13,335.4,515.6,0.6505042669,6.732350659,3471.20,20.8,10,109.3,636.5,5.823421775,4.9,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,296.8
14,Aaron Rodgers,QB,NYJ,7,361.9,559.3,0.6470588235,7.260682997,4060.90,28.1,8.7,35.5,121.5,3.422535211,1.5,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,282.2
15,Tua Tagovailoa,QB,MIA,10,350.8,535.8,0.6547219112,7.691302725,4121.00,27.2,12.3,43.1,133.4,3.09512761,1.7,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,280.9
16,Russell Wilson,QB,DEN,9,321.7,510.8,0.6297963978,7.423257635,3791.80,23.9,10.9,63.4,317.3,5.004731861,2.6,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,279.6
17,Jared Goff,QB,DET,9,373.6,568.6,0.6570524094,7.424199789,4221.40,27.6,11,31.2,80.7,2.586538462,1.2,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,276.3
18,Anthony Richardson,QB,IND,11,301.5,488.1,0.6177012907,6.575906577,3209.70,18.1,13.2,135.6,610.6,4.502949853,4.2,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,269.6
19,Derek Carr,QB,NO,11,335.2,510.4,0.6567398119,7.714929467,3937.70,23.7,11.8,34.5,116.7,3.382608696,0.9,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,252.4
20,Matthew Stafford,QB,LAR,10,351.9,529.7,0.6643383047,7.547102133,3997.70,24.5,13.2,29.9,71,2.37458194,0.9,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,251.1
21,Jordan Love,QB,GB,6,344.2,544.1,0.6326043007,7.006432641,3812.20,23.2,14.8,43.5,168.5,3.873563218,1.5,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,250.8
22,Kenny Pickett,QB,PIT,6,316.9,502.2,0.6310234966,6.589804859,3309.40,17.5,12.4,67,421.2,6.286567164,3.6,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,250.6
23,Brock Purdy,QB,SF,9,281.8,431.2,0.6535250464,7.761363636,3346.70,23.7,9.8,36.2,107,2.955801105,2.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,239.3
24,Bryce Young,QB,CAR,7,328.1,521.5,0.6291466922,6.973154362,3636.50,20.3,12.7,51.3,201.8,3.933723197,1.6,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,238.9
25,Jimmy Garoppolo,QB,LV,13,321.4,486.3,0.660908904,7.351634793,3575.10,21.5,11.9,30.5,67,2.196721311,1.5,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,228.2
26,Ryan Tannehill,QB,TEN,7,294.2,452.5,0.6501657459,7.22320442,3268.50,19,10.9,41.3,162.7,3.939467312,2.3,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,221.9
27,C.J. Stroud,QB,HOU,7,321,512,0.626953125,6.647070313,3403.30,18.9,14.1,49.4,173.7,3.516194332,1.4,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,218.4
28,Mac Jones,QB,NE,11,323.4,494.2,0.6543909348,6.967422096,3443.30,18.9,13.4,50.8,149.7,2.946850394,1.2,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,217.8
29,Kyler Murray,QB,ARI,14,285.1,432.5,0.6591907514,6.426127168,2779.30,14.2,9.7,80.9,428.1,5.291718171,3,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,215.1
30,Sam Howell,QB,WAS,14,300.8,481.8,0.6243254462,6.397260274,3082.20,17.2,12.5,53.2,220.3,4.140977444,1.8,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,207.2
31,Desmond Ridder,QB,ATL,11,269.6,437.5,0.6162285714,6.656228571,2912.10,16.6,10.2,38.8,169,4.355670103,1.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,191.9
32,Baker Mayfield,QB,TB,5,281.5,458.6,0.6138246838,6.5440471,3001.10,15.9,11.4,34.5,123.9,3.591304348,1.1,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,187.2
33,Jacoby Brissett,QB,WAS,14,111.6,192.2,0.5806451613,6.482310094,1245.90,5.1,3.9,23.5,92.5,3.936170213,0.8,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,77.2
34,Kyle Trask,QB,TB,5,138.2,228.7,0.6042850896,6.030607783,1379.20,6,6.5,18.8,50.5,2.686170213,0.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,76.9
35,Colt McCoy,QB,ARI,14,118.2,181.1,0.6526780784,6.98012148,1264.10,4.7,4.7,19.1,63.3,3.314136126,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.6
36,Will Levis,QB,TEN,7,83.3,134.9,0.6174944403,7.257968866,979.1,4.1,4.5,18.5,61.3,3.313513514,0.3,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,57.2
37,Trey Lance,QB,SF,9,77.8,126.5,0.6150197628,6.343873518,802.5,3.1,3.5,23.1,94.2,4.077922078,0.6,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,52.3
38,Brian Hoyer,QB,LV,13,59.5,98.1,0.6065239551,7.571865443,742.8,4,4,10.4,32.5,3.125,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,44.7
39,Taylor Heinicke,QB,ATL,11,60.6,99,0.6121212121,7.12020202,704.9,3.8,3.9,18.1,51,2.817679558,0.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,43.4
40,Gardner Minshew II,QB,IND,11,50,79.6,0.6281407035,8.75879397,697.2,2.8,2.4,12.7,43.7,3.440944882,0.2,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,39.5
41,Mike White,QB,MIA,10,56.6,94.6,0.5983086681,6.415433404,606.9,2.8,3.7,12.6,20.3,1.611111111,0.1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,33
42,Bailey Zappe,QB,NE,11,61.3,100.3,0.6111665005,5.970089731,598.8,2.4,3.6,12,22.4,1.866666667,0.1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,30.8
43,Clayton Tune,QB,ARI,14,64.4,107.3,0.6001863933,5.975768872,641.2,1.1,3.9,16,43.4,2.7125,0.3,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,29.8
44,Sam Darnold,QB,SF,9,59.6,102.7,0.5803310613,4.855890944,498.7,2,3.6,14.4,40,2.777777778,0.1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,27
45,Davis Mills,QB,HOU,7,51,87.1,0.5855338691,6.040183697,526.1,1.6,4,14.8,32.2,2.175675676,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,26.8
46,Tyrod Taylor,QB,NYG,13,27.2,42,0.6476190476,6.807142857,285.9,2,1.3,14.3,59.2,4.13986014,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,24.9
47,Marcus Mariota,QB,PHI,10,34.3,54.6,0.6282051282,5.961538462,325.5,1.6,1.2,15.4,48.8,3.168831169,0.3,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,23.8
48,Mitch Trubisky,QB,PIT,6,40.3,61.1,0.6595744681,6.122749591,374.1,1.6,1.7,9,26.9,2.988888889,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,23.5
49,Tyler Huntley,QB,BAL,13,32.9,52.6,0.6254752852,5.937262357,312.3,1.4,1.4,19.8,59.4,3,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,22.8
50,Andy Dalton,QB,CAR,7,39.3,63.3,0.6208530806,6.29699842,398.6,1.9,2.4,7.3,15.3,2.095890411,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,22.4
51,Jarrett Stidham,QB,DEN,9,34.3,60.3,0.5688225539,5.789386401,349.1,2.2,2.3,5.3,10.9,2.056603774,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,21.5
52,Brett Rypien,QB,LAR,10,32.4,57.4,0.5644599303,7.505226481,430.8,2,5.6,26.2,27.2,1.038167939,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,21.2
53,Sean Clifford,QB,GB,6,32.8,53.2,0.6165413534,7.035714286,374.3,1.6,2.6,8.8,20,2.272727273,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,20.7
54,Hendon Hooker,QB,DET,9,62,105.3,0.5887939221,5.449192783,573.8,0,5.4,20.6,43.1,2.09223301,0.2,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,19.9
55,Teddy Bridgewater,QB,DET,9,35.4,65.3,0.5421133231,5.606431853,366.1,1.2,1.7,5.2,14.7,2.826923077,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,19.6
56,Blaine Gabbert,QB,KC,10,30.6,51.9,0.5895953757,6.502890173,337.5,1.7,2.6,11.2,21.2,1.892857143,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,19.3
57,Jameis Winston,QB,NO,11,26.2,38,0.6894736842,8.463157895,321.6,1.5,1.4,4.6,9.4,2.043478261,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,19.2
58,Trevor Siemian,QB,CIN,7,41.6,68.6,0.6064139942,5.067055394,347.6,1.7,2.7,11.7,17.3,1.478632479,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,19.1
59,P.J. Walker,QB,CHI,13,43.5,85.7,0.5075845974,4.311551925,369.5,1.5,4,9.9,21.6,2.181818182,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,18.9
60,Joshua Dobbs,QB,CLE,5,32.5,54.5,0.5963302752,6.16146789,335.8,1.5,2.6,10.7,27.4,2.560747664,0.1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,18.9
61,Nick Mullens,QB,MIN,13,32.5,43.3,0.7505773672,7.563510393,327.5,1.9,2.1,4.7,8.6,1.829787234,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,18.7
62,Zach Wilson,QB,NYJ,7,52.5,94.1,0.5579171095,5.025504782,472.9,0.8,5.2,5.4,13.4,2.481481481,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18.4
63,Stetson Bennett,QB,LAR,10,43,69.3,0.6204906205,5.145743146,356.6,1.1,1.7,8.8,18.2,2.068181818,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18.4
64,Easton Stick,QB,LAC,5,37.8,64.5,0.5860465116,5.306976744,342.3,1.6,3.6,15.2,20.6,1.355263158,0.2,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,18.3
65,Drew Lock,QB,SEA,5,29,53,0.5471698113,6.19245283,328.2,1.6,2.7,6,16.9,2.816666667,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,18
66,C.J. Beathard,QB,JAC,9,31.3,53.8,0.5817843866,6.13197026,329.9,1.5,2.9,11.3,19.6,1.734513274,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,17.8
67,Cooper Rush,QB,DAL,7,21.8,35.1,0.6210826211,7.814814815,274.3,1.5,1.3,2.5,5,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,16.1
68,David Blough,QB,ARI,14,52,87,0.5977011494,3.535632184,307.6,1.2,2,7,12.8,1.828571429,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,15.6
69,Kyle Allen,QB,BUF,13,37.9,61.1,0.620294599,6.703764321,409.6,1.2,5.2,10.3,25.6,2.485436893,0.2,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,15
70,Aidan O'Connell,QB,LV,13,38.8,65.4,0.5932721713,4.529051988,296.2,0.5,2.4,11.4,17.8,1.561403509,0.1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,12.9
71,Matt Barkley,QB,BUF,13,23.5,38.7,0.6072351421,5.547803618,214.7,1,1.2,3.1,4.7,1.516129032,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,12.3
72,Malik Willis,QB,TEN,7,45.5,79.6,0.5716080402,3.917085427,311.8,0.5,3.4,16.1,22,1.366459627,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,12.2
73,Dorian Thompson-Robinson,QB,CLE,5,25.1,42.4,0.5919811321,5.681603774,240.9,0.5,2.5,9.7,21.1,2.175257732,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,10.4
74,Max Duggan,QB,LAC,5,14,21,0.6666666667,6.857142857,144,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
75,Jaren Hall,QB,MIN,13,13,20,0.65,7.05,141,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9
76,Tanner McKee,QB,PHI,10,10,16,0.625,7.5,120,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
77,Skylar Thompson,QB,MIA,10,51.5,90.7,0.5678059537,2.686879824,243.7,0.7,4,26.5,20.4,0.7698113208,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,9.1
78,Jake Haener,QB,NO,11,10,15,0.6666666667,7.8,117,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
79,Mason Rudolph,QB,PIT,6,34.9,51.2,0.681640625,2.388671875,122.3,0.5,1.2,17.7,14.2,0.802259887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
80,Case Keenum,QB,HOU,7,59.1,119.6,0.4941471572,1.884615385,225.4,0.3,1.3,10,0.6,0.06,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,7.3
81,Matt Corral,QB,CAR,7,40.2,68.8,0.5843023256,2.867732558,197.3,0.1,2.6,18.4,19.2,1.043478261,0.1,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,6.9
82,Sam Ehlinger,QB,IND,11,11.6,20.8,0.5576923077,4.8125,100.1,1.5,7.1,30.3,44.5,1.468646865,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,4.2
83,Shane Buechele,QB,KC,10,0,0,0,0,34,0.1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
84,Nate Sudfeld,QB,DET,9,0,0,0,0,26.3,0.1,0.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
85,Tommy DeVito,QB,NYG,13,0,0,0,0,23.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
86,Will Grier,QB,DAL,7,0,0,0,0,9.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
87,Josh Johnson,QB,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Christian McCaffrey,RB,SF,9,0,0,0,0,0,0,0,218.7,1011.60,4.625514403,7.5,0,74.8,632,8.449197861,4.2,0.5,0,0,0,0,0,0,0,0,0,233.8
89,Austin Ekeler,RB,LAC,5,0,0,0,0,0,0,0,191.4,862.8,4.507836991,9.4,0,77.5,601.1,7.756129032,3.9,1.5,0,0,0,0,0,0,0,0,0,223.3
90,Nick Chubb,RB,CLE,5,0,0,0,0,0,0,0,280.4,1373.80,4.899429387,9.1,0,28.2,234.8,8.326241135,1.1,1.1,0,0,0,0,0,0,0,0,0,219.9
91,Derrick Henry,RB,TEN,7,0,0,0,0,0,0,0,307.8,1346.70,4.375243665,9.4,0,32,271.1,8.471875,0.8,1.8,0,0,0,0,0,0,0,0,0,219.5
92,Josh Jacobs,RB,LV,13,0,0,0,0,0,0,0,263.2,1228.80,4.668693009,9.8,0,39.8,292.7,7.354271357,0.8,1.2,0,0,0,0,0,0,0,0,0,213.4
93,Bijan Robinson,RB,ATL,11,0,0,0,0,0,0,0,247.9,1181.40,4.765631303,8.7,0,40.6,337.4,8.310344828,2.1,1.9,0,0,0,0,0,0,0,0,0,212.7
94,Tony Pollard,RB,DAL,7,0,0,0,0,0,0,0,222.8,1116.50,5.011220826,8.2,0,45.3,378.4,8.353200883,2.2,0.5,0,0,0,0,0,0,0,0,0,210.9
95,Saquon Barkley,RB,NYG,13,0,0,0,0,0,0,0,253.8,1133.90,4.467691095,7.9,0,52.4,373.1,7.120229008,1.7,0.7,0,0,0,0,0,0,0,0,0,206.9
96,Jonathan Taylor,RB,IND,11,0,0,0,0,0,0,0,276.6,1265.20,4.574114244,8.3,0,32.5,229.8,7.070769231,1,2.1,0,0,0,0,0,0,0,0,0,201
97,Joe Mixon,RB,CIN,7,0,0,0,0,0,0,0,228.7,954.9,4.175338872,7.4,0,50,367.3,7.346,2.2,0.6,0,0,0,0,0,0,0,0,0,188.4
98,Aaron Jones,RB,GB,6,0,0,0,0,0,0,0,200.2,987.2,4.931068931,5.6,0,49.8,375.1,7.532128514,2.7,1.3,0,0,0,0,0,0,0,0,0,183
99,Najee Harris,RB,PIT,6,0,0,0,0,0,0,0,263.2,1037.40,3.941489362,6.8,0,39.3,267.4,6.804071247,2.2,1.2,0,0,0,0,0,0,0,0,0,182.5
100,Travis Etienne Jr.,RB,JAC,9,0,0,0,0,0,0,0,218.6,1082.10,4.950137237,6.5,0,35.1,285.7,8.13960114,0.9,2.3,0,0,0,0,0,0,0,0,0,176.4
101,Alexander Mattison,RB,MIN,13,0,0,0,0,0,0,0,215.3,942.5,4.377612634,8.1,0,34.4,235.9,6.85755814,1.6,1,0,0,0,0,0,0,0,0,0,174.3
102,Kenneth Walker III,RB,SEA,5,0,0,0,0,0,0,0,228.7,1040.30,4.548753826,8.2,0,25.9,173.7,6.706563707,0.6,0.4,0,0,0,0,0,0,0,0,0,173.7
103,Rhamondre Stevenson,RB,NE,11,0,0,0,0,0,0,0,208,935.2,4.496153846,5.7,0,50.6,361.6,7.146245059,1.3,1,0,0,0,0,0,0,0,0,0,170
104,James Conner,RB,ARI,14,0,0,0,0,0,0,0,214,913.3,4.267757009,6.8,0,41,297.9,7.265853659,1.3,0.8,0,0,0,0,0,0,0,0,0,168
105,Dameon Pierce,RB,HOU,7,0,0,0,0,0,0,0,255.3,1069.80,4.190364277,5.8,0,32.7,216.2,6.611620795,1.1,2.1,0,0,0,0,0,0,0,0,0,165.7
106,Jahmyr Gibbs,RB,DET,9,0,0,0,0,0,0,0,178.7,783.9,4.386681589,6.6,0,44.5,351.2,7.892134831,2,1.5,0,0,0,0,0,0,0,0,0,161.8
107,Miles Sanders,RB,CAR,7,0,0,0,0,0,0,0,218,1013.60,4.649541284,6.1,0,29.6,208.4,7.040540541,0.8,1.4,0,0,0,0,0,0,0,0,0,160.2
108,Breece Hall,RB,NYJ,7,0,0,0,0,0,0,0,179.2,844.5,4.712611607,5.7,0,35.5,321.5,9.056338028,1.8,1.1,0,0,0,0,0,0,0,0,0,159.4
109,Cam Akers,RB,LAR,10,0,0,0,0,0,0,0,233,985,4.227467811,6.4,0,25.1,206.7,8.235059761,0.7,2.2,0,0,0,0,0,0,0,0,0,157.5
110,J.K. Dobbins,RB,BAL,13,0,0,0,0,0,0,0,173.8,888.7,5.113348677,6.8,0,24,170.4,7.1,1.6,0.4,0,0,0,0,0,0,0,0,0,155.6
111,Isiah Pacheco,RB,KC,10,0,0,0,0,0,0,0,196.7,936.9,4.763091002,6.8,0,24.3,199.7,8.218106996,0.7,1.9,0,0,0,0,0,0,0,0,0,155.2
112,Rachaad White,RB,TB,5,0,0,0,0,0,0,0,205.7,841,4.088478367,4.5,0,48.1,340.9,7.087318087,1.9,2.7,0,0,0,0,0,0,0,0,0,151.6
113,David Montgomery,RB,DET,9,0,0,0,0,0,0,0,194.4,777.2,3.997942387,6.2,0,33.6,278.5,8.288690476,1.2,1,0,0,0,0,0,0,0,0,0,147.8
114,Javonte Williams,RB,DEN,9,0,0,0,0,0,0,0,178.4,821.8,4.606502242,4.9,0,36.9,257.5,6.978319783,1.5,1.6,0,0,0,0,0,0,0,0,0,143.2
115,James Cook,RB,BUF,13,0,0,0,0,0,0,0,160.3,808,5.040548971,4.7,0,35.3,264.2,7.484419263,1.7,1.4,0,0,0,0,0,0,0,0,0,142.9
116,Alvin Kamara,RB,NO,11,0,0,0,0,0,0,0,175.8,724.8,4.122866894,3.8,0,42.5,373.2,8.781176471,1.8,1.1,0,0,0,0,0,0,0,0,0,141.1
117,AJ Dillon,RB,GB,6,0,0,0,0,0,0,0,166.9,728.5,4.364889155,5.6,0,25,198.3,7.932,0.7,0.7,0,0,0,0,0,0,0,0,0,129.5
118,Brian Robinson Jr.,RB,WAS,14,0,0,0,0,0,0,0,209.3,881.3,4.210702341,4.3,0,16.2,105,6.481481481,0.7,0.5,0,0,0,0,0,0,0,0,0,127.9
119,Khalil Herbert,RB,CHI,13,0,0,0,0,0,0,0,163.9,812.9,4.959731544,4.8,0,20.2,135.1,6.688118812,0.8,0.4,0,0,0,0,0,0,0,0,0,127.5
120,D'Andre Swift,RB,PHI,10,0,0,0,0,0,0,0,118,554.5,4.699152542,4.8,0,39.9,328.4,8.230576441,1.8,0.8,0,0,0,0,0,0,0,0,0,125.9
121,Dalvin Cook,RB,NYJ,7,0,0,0,0,0,0,0,175.7,728.7,4.147410359,4.4,0,27.2,202.7,7.452205882,1,1.5,0,0,0,0,0,0,0,0,0,122.5
122,Samaje Perine,RB,DEN,9,0,0,0,0,0,0,0,152,636.3,4.186184211,3.9,0,28.8,232.6,8.076388889,1.5,0.4,0,0,0,0,0,0,0,0,0,118.3
123,Antonio Gibson,RB,WAS,14,0,0,0,0,0,0,0,139.1,558.9,4.017972682,3.6,0,42.6,309.7,7.269953052,1.4,1.1,0,0,0,0,0,0,0,0,0,115.1
124,Rashaad Penny,RB,PHI,10,0,0,0,0,0,0,0,158,760.8,4.815189873,5.2,0,8.3,56.4,6.795180723,0.2,0.7,0,0,0,0,0,0,0,0,0,112.9
125,Jeff Wilson Jr.,RB,MIA,10,0,0,0,0,0,0,0,134.7,626.2,4.648849295,4.4,0,22.1,169.9,7.687782805,1.1,1.3,0,0,0,0,0,0,0,0,0,109.7
126,Jamaal Williams,RB,NO,11,0,0,0,0,0,0,0,160.7,658.6,4.098319851,5.3,0,14.1,105.4,7.475177305,0.5,0.7,0,0,0,0,0,0,0,0,0,109.5
127,Elijah Mitchell,RB,SF,9,0,0,0,0,0,0,0,140.7,639.6,4.545842217,4.1,0,13.1,94.8,7.236641221,0.8,0.3,0,0,0,0,0,0,0,0,0,102.1
128,Tyler Allgeier,RB,ATL,11,0,0,0,0,0,0,0,148.4,689.2,4.644204852,3.4,0,11.8,90.9,7.703389831,0.5,0.3,0,0,0,0,0,0,0,0,0,100.6
129,Raheem Mostert,RB,MIA,10,0,0,0,0,0,0,0,134.7,598.5,4.443207127,3.3,0,22.5,160.4,7.128888889,0.9,0.8,0,0,0,0,0,0,0,0,0,99.4
